Raag Name,URL,Time,Aaroh,Avroh,S,r,R,g,G,m,M,P,d,D,n,N,Source_File,Swar,Jati,Thaat,Vadi - Samvadi,Vishranti Sthan,Mukhya Ang
Hemavanti,https://raagtime.com/ragas/hemavanti,'06-09,S - r - M - P - d - N - S',S' - N - d - P - M - g - r - S',True,True,False,True,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Hevitri,https://raagtime.com/ragas/hevitri,'03-06,S - r - G - m - P - D - S',S' - n - D - P - m - G - r - S,True,True,False,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Hindol,https://raagtime.com/ragas/hindol,'03-06,S - G - M - D - N - D - S',S' - N - D - M - G - S,True,False,False,False,True,False,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Hindol, Marg",https://raagtime.com/ragas/hindol-marg,'03-06,"S - G - M, D - N - D, S'","S' - r - N - D, M - g, P - G - S",True,True,False,True,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Hindol, Saanjh Ki",https://raagtime.com/ragas/hindol-saanjh-ki,'18-21,"S - G, M - D - M - n, M - D - S'","S', N - D - N, D - M - G, S",True,False,False,False,True,False,True,False,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Hindol, Sampoorna",https://raagtime.com/ragas/hindol-sampoorna,'03-06,"S - M - g, (D)M - (N)D - S'","S' - (N)D - M - g, P - (M)G, M - G - S(R) - 'D - S",True,False,True,True,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Homshikha,https://raagtime.com/ragas/homshikha,'24-03,"S - G, P - D, N - S'","S' - n, D - P, G - g - S",True,False,False,True,True,False,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Jaijaiwanti,https://raagtime.com/ragas/jaijaiwanti,'18-21,S - R - G - m - P - m - G - m - P - N - S',S' - n - D - P - m - G - R - g - R - S,True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Jaijaiwanti (Des Ang),https://raagtime.com/ragas/jaijaiwanti-des-ang,'18-21,'N - S - R - G - m - P - N - S',S' - n - D - P - m - G - R - 'N - S - 'D - 'n - R,True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Jaikauns,https://raagtime.com/ragas/jaikauns,'21-24,"'N - S, g - m - M - m, D - N - S'","S' - N - D, m - M - m, g - S",True,False,False,True,False,True,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Jairaj,https://raagtime.com/ragas/jairaj,'24-03,"S - R - m - P, m - D - N - S'","S' - D - P - M, D - P, m - R - S",True,False,True,False,False,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Jait,https://raagtime.com/ragas/jait,'18-21,S - r - G - P - D - P - S',S' - P - D - P - G - r - S,True,True,False,False,True,False,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
Jaitshree,https://raagtime.com/ragas/jaitshree,Monsoon,'N - S - G - P - M - d - P - M - P - N - S',R' - N - d - P - S' - P - M - G - M - r - G - r - S,True,True,True,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Jaiwanti,https://raagtime.com/ragas/jaiwanti,'09-12,"S - r - g, M - P - S'","S' - d - P, M - g - r - S",True,True,False,True,False,False,True,True,True,False,False,False,raagtime_Raw_Data.csv,,,,,,
Janasamohini,https://raagtime.com/ragas/janasamohini,'18-21,S - R - G - P - D - n - S',"S' - n - D - P - G - P - G - R, S - 'n - 'D - S",True,False,True,False,True,False,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Jaunpuri,https://raagtime.com/ragas/jaunpuri,'09-12,S - R - m - P - d - n - S',S' - n - d - P - m - g - R - S,True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Jayant,https://raagtime.com/ragas/jayant,'03-06,S - g - m - P - D - S',"S' - n - D - P, m - g - S",True,False,False,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Jhinjhoti,https://raagtime.com/ragas/jhinjhoti,'21-24,S - R - m - P - D - S',S' - n - D - P - m - G - R - G - (R) - S,True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Jog,https://raagtime.com/ragas/jog,'24-03,'n - S - G - m - P - n - S',S' - n - P - m - G - S - g - S,True,False,False,True,True,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
Jogiya,https://raagtime.com/ragas/jogiya,'06-09,S - r - m - P - d - S',S' - N - d - P - d - m - r - S,True,True,False,False,False,True,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Jogkauns,https://raagtime.com/ragas/jogkauns,'24-03,S - G - m - P - N - d - N - S',"S' - N - d - (S)n - S', n - d - m - P - m - G, S - G - m - g - S",True,False,False,True,True,True,False,True,True,False,True,True,raagtime_Raw_Data.csv,,,,,,
Jungala,https://raagtime.com/ragas/jungala,'24-03,S - R - g - m - P - D - N - S',"S', n - d, P - D, P - m - g - R - S",True,False,True,True,False,True,False,True,True,True,True,True,raagtime_Raw_Data.csv,,,,,,
Kaamaai,https://raagtime.com/ragas/kaamaai,'21-24,"S - G, m - P, n - S'","S' - n, D - P, m - G - R - S",True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kaamkesh,https://raagtime.com/ragas/kaamkesh,'21-24,S - m - G - m - P - D - N - S',S' - n - D - P - m - G - m - S,True,False,False,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Kafi,https://raagtime.com/ragas/kafi,'18-21,S - R - g - m - P - D - n - S',S' - n - D - P - D - m - g - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kakambheri,https://raagtime.com/ragas/kakambheri,'06-09,S - r - g - m - P - d - S',S' - n - d - P - m - g - r - S,True,True,False,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Kala Bharan,https://raagtime.com/ragas/kala-bharan,'18-21,S - R - G - m - P - D - n - S',S' - D - P - G - R - S,True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kalawati,https://raagtime.com/ragas/kalawati,'21-24,S - G - P - D - n - D - S',S' - n - D - P - G - P - G - S,True,False,False,False,True,False,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kalingda,https://raagtime.com/ragas/kalingda,'03-06,S - r - G - m - P - d - N - S',S' - N - d - P - m - G - r - S,True,True,False,False,True,True,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Chandra",https://raagtime.com/ragas/kalyan-chandra,'18-21,S - r - M - P - d - P - N - S',S' - N - r - N - d - P - M - d - P - M - r - S,True,True,False,False,False,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Durga",https://raagtime.com/ragas/kalyan-durga,'18-21,S - R - G - M - P - D - N - S',"S' - N - D - P - M - G - R, m - (m)R - (R)'D - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Gorakh",https://raagtime.com/ragas/kalyan-gorakh,'21-24,S - R - m - D - n - D - S',S' - n - D - P - m - R - S - 'n - 'D - S,True,False,True,False,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Hem",https://raagtime.com/ragas/kalyan-hem,'18-21,'P - 'D - 'P - S - R - S - G - m - P - D -  P - S',S - D - P - G - m - P - G - m - R - S,True,False,True,False,True,True,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Jait",https://raagtime.com/ragas/kalyan-jait,'18-21,S - R - G - P - D - S,S - D - P - G - R - S,True,False,True,False,True,False,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Kesari",https://raagtime.com/ragas/kalyan-kesari,'18-21,S - R - G - P - D - S',S' - D - M - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Khem",https://raagtime.com/ragas/kalyan-khem,'18-21,S - G - R - G - m - P - N - S',"S' - N - D - M - G - R, G - M - (G)R - 'N - 'D - 'N - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Lakshmi",https://raagtime.com/ragas/kalyan-lakshmi,'18-21,"S, R - G - m - R, M - P, D, N - S'","S' - N - D - P, M, m, G - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Purba",https://raagtime.com/ragas/kalyan-purba,'18-21,S - r - G - M - P - D - N - S',S' - N - D - P - M - G - (M)r - G - r - S,True,True,False,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Puriya",https://raagtime.com/ragas/kalyan-puriya,'15-18,'N - r - G - M - D - N - r' - S',S' - N - D - P - M - G - r - S,True,True,False,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Raj",https://raagtime.com/ragas/kalyan-raj,'21-24,N - R - G - M - D - N - S',"S' N - D - M - G - R, N - R - S",True,False,True,False,True,False,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Samant",https://raagtime.com/ragas/kalyan-samant,'21-24,S - R - G - P - D - S',S' - N - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Shree",https://raagtime.com/ragas/kalyan-shree,'06-09,"S, R, M, P, D - P, S'","S', D - P, M - P, R - S",True,False,True,False,False,False,True,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Shuddha",https://raagtime.com/ragas/kalyan-shuddha,'18-21,S - R - G - P - D - S',"S - ND - P, P - MG - R - S",True,False,True,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Shyam",https://raagtime.com/ragas/kalyan-shyam,'18-21,S - R - M - P - N - S',S' - N - D - P - M - P - G - m - R - S,True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kalyan, Yaman",https://raagtime.com/ragas/kalyan-yaman,'18-21,N - R - G - M - D - N - S',S' - N - D - P - M - G - m - G - R - S,True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Kamboji,https://raagtime.com/ragas/kamboji,'21-24,"S - R - G, P, D - S'","S' - n, D - P, m - G - R - S",True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kamboji, Gop",https://raagtime.com/ragas/kamboji-gop,'21-24,S - R - g - m - P - D - S',S' - n - D - P - m - g - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kamod,https://raagtime.com/ragas/kamod,'18-21,S - r - P - m - P - D - P - N - D - S,"S' - N - D - P - M - P - D - P,  G - m - P - G - m - R - S",True,True,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kanada, Bageshree",https://raagtime.com/ragas/kanada-bageshree,'21-24,"S - R - (m)g - m - P, (m)g - m - D - n - S'",S' - n - D - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Darbari",https://raagtime.com/ragas/kanada-darbari,'21-24,S - R - g~ - m - P - d~ - n - S',"R' - n - S' - d~ - n - P, m - P - g~ - m - R - S",True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Gunji",https://raagtime.com/ragas/kanada-gunji,'21-24,"S - R - G - (R)G - m, m - P - (m)g, D - n - S'","S' - D - n - P, (m)g - (m)g - m - R - S",True,False,True,True,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Hussaini",https://raagtime.com/ragas/kanada-hussaini,'21-24,S - 'n - R - g - m - P - D - n - P - S',S' - D - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Kafi",https://raagtime.com/ragas/kanada-kafi,'24-03,S - R - R - g - m - R - n - D - P - m - P - S',S' - n - D - P - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Kaushi",https://raagtime.com/ragas/kanada-kaushi,'24-03,"'N - S - m, g - m - d - n - S'","S' - n - d - m, P - m - g - R, g - m - R - S",True,False,True,True,False,True,False,True,True,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Kanada, Nayaki",https://raagtime.com/ragas/kanada-nayaki,'21-24,S - R - m - P - n - S',S' - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Shahana",https://raagtime.com/ragas/kanada-shahana,'21-24,"R - n - S - (m)g - m - P, n - D - n - P, m - P - n - P - S'",S' - n - D - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Sughrai",https://raagtime.com/ragas/kanada-sughrai,'18-21,S - R - (m)g - m - P - n - P - S',S' - n - D - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Suha",https://raagtime.com/ragas/kanada-suha,'18-21,"'n - S - (m)g - m, P - n - m - P - S'",S' - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanada, Suha Sughrai",https://raagtime.com/ragas/kanada-suha-sughrai,'18-21,"'n - S - R - g - m, P - n - m - P - S'",S' - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Kanta, Udan",https://raagtime.com/ragas/kanta-udan,'21-24,S - R - m - P - m - D - n - S',S' - n - D - P - m - D - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kapi,https://raagtime.com/ragas/kapi,'18-21,S - R - g - m - P - D - n - S',S' - D - P - m - R - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kedar,https://raagtime.com/ragas/kedar,'21-24,"S - m, m - G - P, M - P - D - P - S'","S' - N - D - P, M - P - D - P - m, P - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Basanti",https://raagtime.com/ragas/kedar-basanti,'18-21,"S - R - S - m, m - P, D - N - S'","S' - N - D - P, d - M - P, M - G - M - G, M - G - r - S",True,True,True,False,True,True,True,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Chandni",https://raagtime.com/ragas/kedar-chandni,'21-24,"S - m, M - M - P , D - N - S'","S' - N - D - P, D - P - M, mR - S",True,False,True,False,False,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Jaldhar",https://raagtime.com/ragas/kedar-jaldhar,'18-21,"S - R - S - m, m - P - D - S'",S' - D - P - m - R - S,True,False,True,False,False,True,False,True,False,True,False,False,raagtime_Raw_Data.csv,,,,,,
"Kedar, Maluha",https://raagtime.com/ragas/kedar-maluha,'18-21,"R - 'N - S, m - R - S, m - G - P - M - D - M - P - S'","S' - N - D - M - P,  (P)G - (m)P - G - m - R - S - 'n - 'D - 'P - 'm, 'P - S",True,False,True,False,True,True,True,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Nat",https://raagtime.com/ragas/kedar-nat,'18-21,"S - R - S - m, m - G - P, P - D - P - S'","S' - N - D - P, M - P - D - P - m, d - G - m - R - S",True,False,True,False,True,True,True,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Sangam",https://raagtime.com/ragas/kedar-sangam,'24-03,S - G - M - P - D - N - S',"S' - D - P - M, m - P, G - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Sawani",https://raagtime.com/ragas/kedar-sawani,Monsoon,"S - R - S - m, m - P, P - n - D - N - S'","S' - D - n - m - P, P(D) - P - m, S - R - S",True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Kedar, Shyam",https://raagtime.com/ragas/kedar-shyam,'21-24,"S - R - S - m, R - M, P, D - N - S'","S' - N - D - P, D - n - D - P - m - R - S",True,False,True,False,False,True,True,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Khamaj,https://raagtime.com/ragas/khamaj,'18-21,S - G - m - P - D - N - S',S' - n - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Khamaj, Manjh",https://raagtime.com/ragas/khamaj-manjh,'24-03,"S - R - G - P - m, G - m - P - D - n - D, P - D - N - S'","S' - n - D - P - m, G - R - G - P - m, G - R - S",True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Khambavati,https://raagtime.com/ragas/khambavati,'21-24,S - R - m - P - D - S',"S - n - D - P, D - m - (P)G - (m)S",True,False,True,False,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Khat,https://raagtime.com/ragas/khat,'09-12,"R - 'n - S - (m)g, m - P, (n)d - n - S'","R' - S' - n - D - P, (n)m - P - (m)g - m - R - S",True,False,True,True,False,True,False,True,True,True,True,False,raagtime_Raw_Data.csv,,,,,,
Khokhar,https://raagtime.com/ragas/khokhar,'09-12,"S - R - P - m,  n - D - P, m - P - D - S'","S' - n - D - P,  D - n - P, m - G - R - g - R - S",True,False,True,True,True,True,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Kirwani,https://raagtime.com/ragas/kirwani,Monsoon,S - R - g - m - P - d - N - S',S' - N - d - P - m - g - R - S,True,False,True,True,False,True,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Kohal,https://raagtime.com/ragas/kohal,'21-24,"S - R - g, P - N - S'","S' - n - P, g - R - g - R - S",True,False,True,True,False,False,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
Kolahal,https://raagtime.com/ragas/kolahal,'06-09,S - R - G - m - P - N - D - N - S',S' - N - P - D - m - G - R - S,True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Kolhaas,https://raagtime.com/ragas/kolhaas,'15-18,S - R - g - P - D - n - S',S' - n - D - P - g - R - S,True,False,True,True,False,False,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
Koumari,https://raagtime.com/ragas/koumari,'18-21,S - r - G - M - P - N - S',S' - N - P - M - G - r - S,True,True,False,False,True,False,True,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Kripavati,https://raagtime.com/ragas/kripavati,'09-12,S - R - g - P - d - S',S' - n - d - P - d - m - g - R - S,True,False,True,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Kumudaki,https://raagtime.com/ragas/kumudaki,'21-24,S - R - G - M - N - S',S' - N - M - G - R - S,True,False,True,False,True,False,True,False,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Lajwanti,https://raagtime.com/ragas/lajwanti,'24-03,"'N - S, G - R, m - G, P - D - m - P - S'","S' - P, D - m, P - G, m - P - R - S",True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Lalit,https://raagtime.com/ragas/lalit,'03-06,"'N - r - G - m - M - m, - G - M - d - N - S'",S' - N - d - M - m - G - r - S,True,True,False,False,True,True,True,False,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Lalitavari,https://raagtime.com/ragas/lalitavari,'18-21,"N - r - G - m, M - m - G, M - D - N - S'","S' - N - R' - N - D, M - D - M - m - G, r - G - M - G - r - S",True,True,True,False,True,True,True,False,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Lalitkali,https://raagtime.com/ragas/lalitkali,'03-06,"'N - r - G - m, M - m, G - P, d - n - d - P, M - d, S'","r' - N - d - P, G - M - m - G, M - G - r - S'",True,True,False,False,True,True,True,True,True,False,True,True,raagtime_Raw_Data.csv,,,,,,
Lalit Mangal,https://raagtime.com/ragas/lalit-mangal,'06-09,S - m - P - D - N - S',r' - N - d - P - M - G - r - S,True,True,False,False,True,True,True,True,True,True,False,True,raagtime_Raw_Data.csv,,,,,,
Lalit Pancham,https://raagtime.com/ragas/lalit-pancham,'06-09,"N - r - G - m, M - G, M - d - N - S'","S' - N - d, M - d - M - m - G, P - G - r - S",True,True,False,False,True,True,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Lankeshree,https://raagtime.com/ragas/lankeshree,'21-24,"S - R - G - m, D - P, D - n - S'",R' - N - S' - n - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Latika,https://raagtime.com/ragas/latika,'15-18,"S - R - G, P - d - N - S'",S' - N - d - P - G - R - S,True,False,True,False,True,False,False,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Maand,https://raagtime.com/ragas/maand,'18-21,S - G - m - P - D - N - S',"S' - N - D - P - D, P - N - D - P, G - m - G - R - S",True,False,True,False,True,True,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Madhukauns,https://raagtime.com/ragas/madhukauns,'21-24,S - g - M - P - n - S',S' - n - P - M - g - S,True,False,False,True,False,False,True,True,False,False,True,False,raagtime_Raw_Data.csv,,,,,,
Madhuranjani,https://raagtime.com/ragas/madhuranjani,'21-24,'N - S - g - m - P - N - S',S' - N - P - m - g - R - S,True,False,True,True,False,True,False,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Madhuri,https://raagtime.com/ragas/madhuri,'24-03,"S - g, P - N - S'","S' - n, P - G, P - m, 'n - S",True,False,False,True,True,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
Madhuvanti,https://raagtime.com/ragas/madhuvanti,'12-15,'N - S - g - M - P - N - S',S' - N - D - P - M - g - R - S,True,False,True,True,False,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Malagunji,https://raagtime.com/ragas/malagunji,'09-12,S - R - G - m - D - N - S',"S' - n - D - P - m - G, m - g - R - S",True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Malani,https://raagtime.com/ragas/malani,'06-09,S - r - g - m - P - S',S' - n - d - m - g - r - S,True,True,False,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
Malarani,https://raagtime.com/ragas/malarani,'18-21,"S, R - M - P, N - S'","N - S' - D - P, R - M - P, G - R - S",True,False,True,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Malashree,https://raagtime.com/ragas/malashree,'18-21,S - G - P - N - S,"S - (N)P - (M)(G), P - G - S",True,False,False,False,True,False,True,True,False,False,False,True,raagtime_Raw_Data.csv,,,,,,
Malavi,https://raagtime.com/ragas/malavi,'18-21,"S - r - G - M - P, M - D - S'","S' - N - P - M, G - r - S",True,True,False,False,True,False,True,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Malayamarutam,https://raagtime.com/ragas/malayamarutam,'06-09,S - G - P - D - n - S',S' - n - D - P - G - r - S,True,True,False,False,True,False,False,True,False,True,True,False,raagtime_Raw_Data.csv,,,,,,
"Malhar, Charju Ki",https://raagtime.com/ragas/malhar-charju-ki,Monsoon,"S - m - R - P, n - N - S'","S' - P - D - P, (m)g - (m)g - m - P - m - m\R - S",True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Des",https://raagtime.com/ragas/malhar-des,'06-09,S - R - m - P - N - S',S' - D - n - P - m - P - (m)g - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Dhulia",https://raagtime.com/ragas/malhar-dhulia,Monsoon,"S - (m)R - P, n - D - N - S'","S' - n - D - P, m - R, (m)g - (m)g - m - P - m - m\R - S",True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Gaud",https://raagtime.com/ragas/malhar-gaud,Monsoon,"S - R - G - m - R - P, m - P - n - D - N - S'",S' - D - n - P - m - P - m - R - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Jayant",https://raagtime.com/ragas/malhar-jayant,'21-24,S - (m)R - P - n - D - N - S',"S' - (S')D - n - m - P, (D)P - m - G - R, g - R - S - 'N - S - (S)'D - 'n - R - S",True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Meera",https://raagtime.com/ragas/malhar-meera,Monsoon,"S - (m)R - P, n - D - N - S'","S' - R' - (n)d - (n)d - n - P, m - P, (m)g - (m)g - m - R - S",True,False,True,True,False,True,False,True,True,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Megh",https://raagtime.com/ragas/malhar-megh,Monsoon,"S, m - R, m - P, n - N - S'","S' - n - P, m - R, m - 'N - R - S",True,False,True,False,False,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Miyan",https://raagtime.com/ragas/malhar-miyan,Monsoon,"S - m - R - P, - m - P - n - D - N - S'",S' - D - n - P - m - P - (m)g~ - m - R - S,True,False,True,True,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Nanak",https://raagtime.com/ragas/malhar-nanak,Monsoon,'N - S - R - g - m - P - n - N - S',S' - n - P - m - g - R - g - m - g - R - S,True,False,True,True,False,True,False,True,False,False,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Nat",https://raagtime.com/ragas/malhar-nat,'21-24,"S - (G)R - G - m, m - R - P, n - D - N - S'","S' - D - n - P - m, G - R - R - G - G - m - R - S",True,False,True,False,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Ramdasi",https://raagtime.com/ragas/malhar-ramdasi,Monsoon,S - R - P - G - m - P - n - N - S',S' - D - n - m - P - D - P - m - G - m - P - (m)g(m)g - m - R - S,True,False,True,True,True,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
"Malhar, Sur",https://raagtime.com/ragas/malhar-sur,Monsoon,S - R - m - P - n - D - m - P - N - S',S' - n - D - m - P - n - D - P - m - R - S,True,False,True,False,False,True,False,True,False,True,True,True,raagtime_Raw_Data.csv,,,,,,
Maligaura,https://raagtime.com/ragas/maligaura,'18-21,"S - r - 'N - 'd - 'N, r - G, M - G, M - P - N - S'","S' - r' - N, d - P, N - (d)M, G, M - 'N - r - S",True,True,False,False,True,False,True,True,True,False,False,True,raagtime_Raw_Data.csv,,,,,,
Malin,https://raagtime.com/ragas/malin,'18-21,'N - S - G - P - N - D - S',S' - N - D - P - G - P - G - r - S,True,True,False,False,True,False,False,True,False,True,False,True,raagtime_Raw_Data.csv,,,,,,
Malkauns,https://raagtime.com/ragas/malkauns,'24-03,S - g - m - d - n - S',S' - n - d - m - g - S,True,False,False,True,False,True,False,False,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
"Malkauns, Pancham",https://raagtime.com/ragas/malkauns-pancham,'24-03,S - g - m - d - n - S',S' - n - d - n - d - m - P - g - m - g - S,True,False,False,True,False,True,False,True,True,False,True,False,raagtime_Raw_Data.csv,,,,,,
